ideology,avg_lifespan,avg_lifespan_std,final_AvgEnergy,final_GiniEnergy,final_CommunityPool,final_TotalScar,final_MinedRenewable,final_MinedNonrenewable
capitalist,137.83333333333334,32.22272834851547,3.491999999999957,0.022479126525369854,,0.0,0.4,0.0
communist,176.10666666666665,45.85194725054397,6.410853312350055,0.047657088436058426,2.520834589298978,0.14699999999999994,1.6,0.0
green_capitalist,384.59333333333336,14.540134494257986,159.45378754578658,0.1938389489170205,,0.0,13.6,0.0
green_communist,397.48,7.559999999999998,24.955842940805276,0.2153397397510223,647.9682225281929,0.0,19.6,0.0
green_socialist,196.11333333333332,88.22476875697788,12.293094280812657,0.15270000838316186,5.227918879435735,0.0589999999999999,2.1,0.0
socialist,245.18666666666667,102.8909144029086,24.4537973684822,0.25231662768074326,294.4509655273895,0.0,6.8,0.0
