timestep,AgentsAlive,AvgEnergy,CommunityPool,GiniEnergy,TotalScar,MinedRenewable,MinedNonrenewable,AgentsAlive_std,AvgEnergy_std,CommunityPool_std,GiniEnergy_std,TotalScar_std,MinedRenewable_std,MinedNonrenewable_std
257,4.2,6.341339850789515,1.230581862917374,0.11442524976219078,0.15199999999999989,2.4,0.0,2.4819347291981715,0.8655319991920225,1.4971948519700737,0.050426692581479256,0.23940760221847585,2.65329983228432,0.0
258,4.2,6.273601695199448,1.2941536536006262,0.11190367017517064,0.14399999999999988,1.6,0.0,2.4819347291981715,0.646299427821769,1.4687462929521684,0.059245422842445945,0.22891919971902738,1.9595917942265426,0.0
259,4.2,6.173601695199447,1.2941536536006262,0.12206453112933771,0.13599999999999987,1.2,0.0,2.4819347291981715,0.6374428856089356,1.4687462929521684,0.06254286540768529,0.21873271360269808,1.8330302779823362,0.0
260,4.2,6.139627855239883,0.4645940506949703,0.10250954447703338,0.12899999999999992,1.6,0.0,2.4819347291981715,0.5383030001994683,1.3138497027265694,0.05980435230606489,0.20944927786936857,2.65329983228432,0.0
261,4.2,6.046929442541471,0.4845940506949701,0.10433559593199233,0.12299999999999991,1.6,0.5,2.4819347291981715,0.600293493534731,1.3081350386435253,0.07226805098530797,0.20085069081285223,1.9595917942265426,1.5
262,4.2,5.910262775874804,0.5245940506949683,0.12087427914222501,0.1899999999999999,1.6,0.5,2.4819347291981715,0.6991050386136274,1.3063403062859524,0.08316039824993259,0.26049952015310884,2.65329983228432,1.5
263,4.2,6.2864532520652805,0.6245940506949681,0.15450228253888568,0.18199999999999988,3.2,0.5,2.4819347291981715,1.0029848401430759,1.3006176170144252,0.08359791104020985,0.25178562310028735,3.4871191548325395,1.5
264,4.2,6.062643728255756,0.6245940506949681,0.15604574843743277,0.2469999999999999,0.8,0.5,2.4819347291981715,1.0157182001513108,1.3006176170144252,0.08685250458534992,0.37621935091114056,1.6000000000000003,1.5
265,4.2,6.169331767243926,0.5399999999999985,0.127764494995058,0.23699999999999993,2.8,0.0,2.4819347291981715,0.9642469148994945,1.3207573584879206,0.07914685530062963,0.36362205653672874,3.6,0.0
266,4.1,5.995998989569907,0.5999999999999976,0.13932435948924385,0.22699999999999987,1.2,0.0,2.3,0.8643184124929234,1.3084341787036857,0.07495821360568035,0.3510854596818272,1.8330302779823358,0.0
267,4.1,5.687665656236573,0.5999999999999976,0.15623443618238544,0.21699999999999992,1.6,0.0,2.3,0.8608101187420167,1.3084341787036857,0.0856884211349007,0.33861630202930265,2.65329983228432,0.0
