timestep,AgentsAlive,AvgEnergy,GiniEnergy,TotalScar,MinedRenewable,MinedNonrenewable
0,15.0,20.0,0.0,0.0,0.0,0.0
1,15.0,19.5,0.0,0.0,0.0,0.0
2,15.0,18.866666666666667,0.006595995288574796,0.0,4.0,0.0
3,15.0,18.366666666666667,0.006775559588626745,0.0,0.0,0.0
4,15.0,18.4,0.018840579710144967,1.48,3.0,10.0
5,15.0,17.766666666666666,0.026516572858036325,1.44,4.0,0.0
6,15.0,17.266666666666666,0.02728442728442726,1.4,0.0,0.0
7,15.0,16.966666666666665,0.023051735428945674,2.11,0.0,5.0
8,15.0,16.333333333333332,0.031564625850340144,2.05,4.0,0.0
9,15.0,16.433333333333334,0.051926977687626774,2.7399999999999998,4.0,10.0
10,15.0,15.933333333333332,0.05355648535564872,2.6599999999999997,0.0,0.0
11,15.0,15.833333333333332,0.06849122807017549,2.5799999999999996,0.0,10.0
12,15.0,15.33333333333333,0.07072463768115966,2.4999999999999996,0.0,0.0
13,15.0,15.033333333333328,0.07390983000739126,3.1499999999999995,0.0,5.0
14,15.0,14.533333333333328,0.07645259938837934,3.0499999999999994,0.0,0.0
15,15.0,14.033333333333326,0.07917656373713422,2.9499999999999993,0.0,0.0
16,15.0,13.599999999999993,0.07254901960784332,3.579999999999999,4.0,5.0
17,15.0,13.09999999999999,0.07531806615776127,3.459999999999999,0.0,0.0
18,15.0,12.599999999999989,0.07830687830687877,3.339999999999999,0.0,0.0
19,15.0,12.099999999999987,0.08154269972451833,3.219999999999999,0.0,0.0
20,15.0,11.599999999999985,0.08505747126436836,3.0999999999999988,0.0,0.0
21,15.0,11.699999999999983,0.1086419753086425,5.939999999999999,0.0,15.0
22,15.0,11.199999999999982,0.11349206349206398,5.739999999999998,0.0,0.0
23,15.0,10.69999999999998,0.11879543094496392,5.539999999999998,0.0,0.0
24,15.0,10.399999999999979,0.13333333333333375,6.089999999999998,0.0,5.0
25,15.0,9.899999999999977,0.14006734006734045,4.749999999999998,0.0,0.0
26,15.0,9.599999999999977,0.1638888888888892,5.299999999999998,0.0,5.0
27,15.0,9.099999999999975,0.1728937728937736,5.099999999999998,0.0,0.0
28,15.0,8.799999999999976,0.19696969696969724,5.629999999999998,0.0,5.0
29,15.0,8.699999999999973,0.23090676883780392,6.139999999999998,0.0,10.0
30,15.0,8.199999999999973,0.24498644986449936,5.899999999999998,0.0,0.0
31,15.0,7.699999999999973,0.2608946608946616,5.6599999999999975,0.0,0.0
32,15.0,7.199999999999972,0.27901234567901323,5.419999999999997,0.0,0.0
33,15.0,6.699999999999972,0.2998341625207306,5.179999999999997,0.0,0.0
34,15.0,6.399999999999972,0.3291666666666677,4.939999999999997,0.0,5.0
35,15.0,5.899999999999971,0.3570621468926567,4.699999999999997,0.0,0.0
