timestep,AgentsAlive,AvgEnergy,GiniEnergy,TotalScar,MinedRenewable,MinedNonrenewable
0,15.0,20.0,0.0,0.0,0.0,0.0
1,15.0,19.5,0.0,0.0,0.0,0.0
2,15.0,19.0,0.0,0.0,0.0,0.0
3,15.0,18.366666666666667,0.006775559588626745,0.0,4.0,0.0
4,15.0,18.066666666666666,0.017220172201722006,0.0,1.0,5.0
5,15.0,17.566666666666666,0.017710309930423884,0.0,0.0,0.0
6,15.0,17.533333333333335,0.05120405576679343,1.5,4.0,15.0
7,15.0,17.1,0.04938271604938271,1.46,2.0,0.0
8,15.0,17.0,0.06065359477124188,1.42,0.0,10.0
9,15.0,16.5,0.0624915824915826,1.38,0.0,0.0
10,15.0,16.2,0.07352537722908115,1.3399999999999999,0.0,5.0
11,15.0,15.699999999999996,0.07586694975230035,1.2999999999999998,0.0,0.0
12,15.0,15.066666666666663,0.07551622418879078,1.2599999999999998,4.0,0.0
13,15.0,14.76666666666666,0.07644845748683249,1.9699999999999998,0.0,5.0
14,15.0,14.266666666666659,0.07912772585669825,1.9099999999999997,0.0,0.0
15,15.0,13.766666666666659,0.08200161420500418,1.8499999999999996,0.0,0.0
16,15.0,13.866666666666656,0.10128205128205181,1.8299999999999996,0.0,15.0
17,15.0,13.566666666666656,0.10679770679770728,1.7699999999999996,0.0,5.0
18,15.0,13.266666666666655,0.12328308207705252,1.7099999999999995,0.0,5.0
19,15.0,12.766666666666653,0.12811140121845144,1.6499999999999995,0.0,0.0
20,15.0,12.733333333333318,0.1452006980802798,1.5899999999999994,4.0,15.0
21,15.0,12.499999999999984,0.15573333333333395,2.2599999999999993,2.0,5.0
22,15.0,11.999999999999982,0.1622222222222227,2.1799999999999993,0.0,0.0
23,15.0,11.49999999999998,0.16927536231884122,2.099999999999999,0.0,0.0
24,15.0,10.99999999999998,0.17696969696969767,2.019999999999999,0.0,0.0
25,15.0,10.699999999999982,0.1860851505711325,1.939999999999999,0.0,5.0
26,15.0,10.399999999999979,0.18888888888888955,1.859999999999999,0.0,5.0
27,15.0,9.899999999999979,0.19842873176206566,1.779999999999999,0.0,0.0
28,15.0,9.399999999999977,0.208983451536644,1.6999999999999988,0.0,0.0
29,15.0,8.899999999999977,0.22072409488139888,1.6199999999999988,0.0,0.0
30,15.0,8.799999999999976,0.22424242424242502,2.2699999999999987,0.0,10.0
31,15.0,8.499999999999975,0.25307189542483766,2.8999999999999986,0.0,5.0
32,15.0,8.199999999999974,0.2753387533875349,3.5099999999999985,0.0,5.0
33,15.0,7.899999999999974,0.2812939521800293,4.869999999999998,0.0,5.0
34,15.0,7.399999999999973,0.3003003003003013,3.3099999999999987,0.0,0.0
35,15.0,7.099999999999972,0.336776212832552,3.8999999999999986,0.0,5.0
36,15.0,6.599999999999971,0.36228956228956344,3.7399999999999984,0.0,0.0
