timestep,AgentsAlive,AvgEnergy,GiniEnergy,TotalScar,MinedRenewable,MinedNonrenewable
0,15.0,20.0,0.0,0.0,0.0,0.0
1,15.0,19.366666666666667,0.006425702811245104,0.0,4.0,0.0
2,15.0,18.866666666666667,0.006595995288574796,0.0,0.0,0.0
3,15.0,18.366666666666667,0.006775559588626745,0.0,0.0,0.0
4,15.0,17.866666666666667,0.006965174129353269,0.0,0.0,0.0
5,15.0,17.366666666666667,0.007165706973768504,0.0,0.0,0.0
6,15.0,16.866666666666667,0.0073781291172596575,0.0,0.0,0.0
7,15.0,16.566666666666666,0.00375586854460086,0.0,4.0,0.0
8,15.0,16.133333333333333,0.022589531680440755,0.73,4.0,5.0
9,15.0,15.9,0.02851153039832277,0.71,2.0,5.0
10,15.0,15.599999999999998,0.03703703703703698,2.94,0.0,5.0
11,15.0,15.099999999999996,0.038263428991905934,2.86,0.0,0.0
12,15.0,14.799999999999995,0.04564564564564577,2.78,0.0,5.0
13,15.0,14.499999999999995,0.05149425287356335,3.4499999999999997,0.0,5.0
14,15.0,14.399999999999993,0.05617283950617313,4.85,0.0,10.0
15,15.0,13.899999999999993,0.0581934452438051,4.709999999999999,0.0,0.0
16,15.0,13.79999999999999,0.06698872785829324,5.4399999999999995,4.0,5.0
17,15.0,13.566666666666656,0.07993447993448033,3.2499999999999996,2.0,5.0
18,15.0,13.066666666666654,0.08299319727891197,3.1499999999999995,0.0,0.0
19,15.0,12.566666666666654,0.08629531388152101,3.0499999999999994,0.0,0.0
20,15.0,12.066666666666652,0.0898710865561696,2.9499999999999993,0.0,0.0
21,15.0,11.56666666666665,0.09375600384245941,2.849999999999999,0.0,0.0
22,15.0,11.266666666666648,0.09861932938856044,4.249999999999999,0.0,5.0
23,15.0,10.966666666666645,0.11266464032421508,4.859999999999999,0.0,5.0
24,15.0,10.666666666666645,0.110833333333334,6.159999999999998,0.0,5.0
25,15.0,10.366666666666644,0.12347266881028962,5.959999999999999,0.0,5.0
26,15.0,10.266666666666643,0.12813852813852855,6.509999999999998,0.0,10.0
27,15.0,9.76666666666664,0.13469852104664448,6.289999999999998,0.0,0.0
28,15.0,9.66666666666664,0.14436781609195437,6.109999999999998,0.0,10.0
29,15.0,9.566666666666638,0.15331010452961724,8.119999999999997,0.0,10.0
30,15.0,9.066666666666636,0.16176470588235348,7.839999999999998,0.0,0.0
31,15.0,8.566666666666636,0.17120622568093458,7.559999999999997,0.0,0.0
32,15.0,8.266666666666636,0.19569892473118333,7.279999999999998,0.0,5.0
33,15.0,7.966666666666635,0.2264993026499309,7.749999999999997,0.0,5.0
34,15.0,7.466666666666635,0.24166666666666758,7.449999999999997,0.0,0.0
35,15.0,7.166666666666633,0.2741085271317838,7.899999999999997,0.0,5.0
36,15.0,6.666666666666632,0.29466666666666774,7.5799999999999965,0.0,0.0
37,15.0,6.166666666666632,0.31855855855855997,7.259999999999996,0.0,0.0
38,15.0,5.666666666666632,0.346666666666668,6.939999999999996,0.0,0.0
39,15.0,5.166666666666632,0.3802150537634428,6.619999999999996,0.0,0.0
40,15.0,8.666666666666636,0.3805128205128223,6.299999999999995,0.0,0.0
41,15.0,8.166666666666638,0.4038095238095256,5.979999999999995,0.0,0.0
42,15.0,7.666666666666637,0.4301449275362341,5.659999999999995,0.0,0.0
43,15.0,7.166666666666637,0.46015503875969244,5.3399999999999945,0.0,0.0
44,15.0,6.666666666666637,0.4946666666666695,5.019999999999995,0.0,0.0
45,15.0,6.166666666666637,0.534774774774778,4.709999999999995,0.0,0.0
46,15.0,12.333333333333313,0.3214414414414428,4.409999999999995,0.0,0.0
47,15.0,11.833333333333313,0.33502347417840506,4.109999999999995,0.0,0.0
48,15.0,11.533333333333312,0.3599229287090573,3.819999999999995,0.0,5.0
49,15.0,11.233333333333313,0.38377843719090166,5.039999999999995,0.0,5.0
50,15.0,10.933333333333312,0.41138211382113976,4.719999999999994,0.0,5.0
51,15.0,10.433333333333312,0.4310969116080954,4.409999999999995,0.0,0.0
52,15.0,15.266666666666653,0.21077147016011732,4.119999999999996,0.0,0.0
53,15.0,14.966666666666653,0.21677802524127787,4.569999999999995,0.0,5.0
54,15.0,15.79999999999999,0.16315049226441714,4.279999999999996,0.0,0.0
55,15.0,15.29999999999999,0.16848220769789446,3.9999999999999956,0.0,0.0
56,15.0,15.066666666666656,0.1852507374631276,5.219999999999995,4.0,10.0
57,15.0,14.699999999999989,0.19591836734693957,4.899999999999995,3.0,0.0
58,15.0,14.199999999999989,0.20281690140845154,4.579999999999996,0.0,0.0
59,15.0,13.566666666666654,0.20573300573300668,4.259999999999995,4.0,0.0
60,15.0,13.32633333333332,0.20642503981256932,5.4199999999999955,1.8950000000000002,5.0
61,15.0,12.826333333333318,0.21447196306210436,5.129999999999997,0.0,0.0
62,15.0,12.326333333333318,0.2231717100696804,4.8699999999999966,0.0,0.0
63,15.0,12.026333333333318,0.24352116189473216,5.359999999999997,0.0,5.0
64,15.0,14.19299999999999,0.15261670463530597,5.099999999999996,0.0,0.0
65,15.0,13.692999999999989,0.15818950477535232,4.839999999999996,0.0,0.0
66,15.0,13.192999999999989,0.16418471074728247,4.599999999999997,0.0,0.0
67,15.0,12.692999999999987,0.17065224051752126,4.399999999999998,0.0,0.0
68,15.0,12.192999999999987,0.17765020002369347,4.219999999999997,0.0,0.0
69,15.0,11.692999999999985,0.18524663378849726,4.039999999999997,0.0,0.0
70,15.0,11.059666666666653,0.18781759546701315,3.859999999999997,4.0,0.0
71,15.0,10.626333333333317,0.1996591277434474,3.679999999999997,2.0,0.0
72,15.0,10.126333333333317,0.20951753952840302,3.499999999999997,0.0,0.0
73,15.0,9.826333333333315,0.2077727647930172,3.329999999999997,0.0,5.0
74,15.0,9.326333333333313,0.21891180289979495,3.169999999999997,0.0,0.0
75,15.0,8.826333333333313,0.2313128642823885,3.009999999999997,0.0,0.0
76,15.0,8.526333333333312,0.24976738730990378,2.849999999999997,4.0,0.0
77,15.0,8.226333333333312,0.26535921228575043,4.189999999999997,1.0,5.0
78,15.0,7.7263333333333115,0.2825316018810142,3.9899999999999967,0.0,0.0
79,15.0,7.226333333333311,0.3020803542598842,3.7899999999999965,0.0,0.0
80,15.0,9.39299999999998,0.287485952896366,3.5899999999999963,0.0,0.0
81,15.0,9.121666666666645,0.30954382118277746,4.8699999999999966,1.4300000000000008,5.0
82,15.0,8.621666666666645,0.3274953283072377,4.629999999999996,0.0,0.0
83,15.0,8.121666666666645,0.34765715849237444,4.389999999999996,0.0,0.0
84,15.0,8.221666666666644,0.3607270761537955,7.109999999999996,0.0,15.0
85,15.0,7.721666666666644,0.38408518598460506,6.809999999999996,0.0,0.0
86,15.0,8.554999999999978,0.3795830898110282,6.509999999999996,0.0,0.0
87,15.0,8.054999999999977,0.40314504448582844,6.229999999999996,0.0,0.0
88,15.0,7.754999999999978,0.4118633139909751,7.469999999999996,0.0,5.0
89,15.0,7.254999999999978,0.44024810475534304,7.189999999999996,0.0,0.0
90,15.0,6.754999999999977,0.472834937083644,6.919999999999996,0.0,0.0
91,15.0,6.254999999999977,0.510631494804159,6.659999999999996,0.0,0.0
92,15.0,12.62166666666665,0.3012104406003797,7.1299999999999955,0.0,5.0
93,15.0,12.321666666666651,0.3128725370846308,7.599999999999995,0.0,5.0
94,15.0,11.821666666666651,0.3261055500728429,7.319999999999996,0.0,0.0
95,15.0,11.52166666666665,0.33151068036067444,7.809999999999996,0.0,5.0
96,15.0,11.221666666666652,0.357007772662014,8.259999999999996,0.0,5.0
97,15.0,10.721666666666652,0.37365666614850634,7.9599999999999955,0.0,0.0
98,15.0,13.288333333333322,0.2622517663781938,9.889999999999995,0.0,10.0
99,15.0,12.788333333333322,0.2725053216907778,6.809999999999995,0.0,0.0
100,15.0,13.821666666666657,0.2178383375537607,6.529999999999995,0.0,5.0
101,15.0,13.321666666666657,0.2260144292922981,6.249999999999995,0.0,0.0
102,15.0,12.821666666666655,0.2348281987954426,5.969999999999994,0.0,0.0
103,15.0,13.666666666666655,0.19024390243902523,5.689999999999994,0.0,0.0
104,15.0,14.499999999999991,0.14406130268199302,5.409999999999994,0.0,0.0
105,15.0,13.99999999999999,0.14920634920635,5.129999999999994,0.0,0.0
106,15.0,13.49999999999999,0.15473251028806656,4.849999999999993,0.0,0.0
107,15.0,12.99999999999999,0.16068376068376145,4.569999999999994,0.0,0.0
108,15.0,12.899999999999986,0.1639965546942299,8.729999999999995,0.0,10.0
