timestep,AgentsAlive,AvgEnergy,GiniEnergy,TotalScar,MinedRenewable,MinedNonrenewable
0,15.0,20.0,0.0,0.0,0.0,0.0
1,15.0,19.5,0.0,0.0,0.0,0.0
2,15.0,19.0,0.0,0.0,0.0,0.0
3,15.0,18.5,0.0,0.0,0.0,0.0
4,15.0,18.0,0.0,0.0,0.0,0.0
5,15.0,17.7,0.010546139359698614,0.73,0.0,5.0
6,15.0,17.2,0.010852713178294504,0.71,0.0,0.0
7,15.0,16.766666666666666,0.014314115308151187,1.42,4.0,5.0
8,15.0,16.311,0.016888398422332696,1.38,1.665,0.0
9,15.0,16.011,0.026273603564216375,2.8,0.0,5.0
10,15.0,15.577666666666666,0.042602301014985855,2.7199999999999998,4.0,5.0
11,15.0,15.14433333333333,0.03971269048195514,2.6399999999999997,2.0,0.0
12,15.0,14.644333333333329,0.04106859687858044,2.5599999999999996,0.0,0.0
13,15.0,14.144333333333327,0.04252036543884885,2.4799999999999995,0.0,0.0
14,15.0,13.644333333333327,0.04407853484148894,2.3999999999999995,0.0,0.0
15,15.0,13.144333333333325,0.04575524729710323,2.3199999999999994,0.0,0.0
16,15.0,12.844333333333322,0.04636372286957524,2.9699999999999993,0.0,5.0
17,15.0,12.544333333333322,0.062353076643726135,4.329999999999999,0.0,5.0
18,15.0,12.04433333333332,0.06494155850146277,4.1899999999999995,0.0,0.0
19,15.0,11.544333333333318,0.0677542613499651,4.049999999999999,0.0,0.0
20,15.0,11.444333333333315,0.09268051146127676,4.659999999999998,0.0,10.0
21,15.0,10.944333333333315,0.09691468948923387,4.499999999999998,0.0,0.0
22,15.0,10.844333333333314,0.11857088699679319,4.339999999999998,0.0,10.0
23,15.0,10.544333333333311,0.13824381711082356,5.679999999999998,0.0,5.0
24,15.0,10.04433333333331,0.14512549917587636,4.079999999999998,0.0,0.0
25,15.0,9.54433333333331,0.15272820405359844,3.919999999999998,0.0,0.0
26,15.0,9.04433333333331,0.16117151316355316,3.759999999999998,0.0,0.0
27,15.0,8.54433333333331,0.17060299873860574,3.599999999999998,0.0,0.0
28,15.0,8.04433333333331,0.18120692274755257,3.4399999999999977,0.0,0.0
29,15.0,7.5443333333333085,0.19321639493954312,3.2799999999999976,0.0,0.0
30,15.0,7.0443333333333085,0.20693070868625751,3.1199999999999974,0.0,0.0
31,15.0,6.744333333333307,0.23195110298357546,2.9599999999999973,0.0,5.0
32,15.0,6.444333333333307,0.2551630200520707,2.799999999999997,0.0,5.0
33,15.0,6.144333333333306,0.2763015606068835,2.6399999999999975,0.0,5.0
34,15.0,5.6443333333333054,0.3007775743617014,2.4799999999999973,0.0,0.0
35,15.0,5.344333333333306,0.35258945092413696,3.069999999999997,0.0,5.0
36,15.0,5.044333333333305,0.3788453490164996,2.889999999999997,0.0,5.0
