timestep,AgentsAlive,AvgEnergy,GiniEnergy,TotalScar,MinedRenewable,MinedNonrenewable
0,15.0,20.0,0.0,0.0,0.0,0.0
1,15.0,19.5,0.0,0.0,0.0,0.0
2,15.0,19.0,0.0,0.0,0.0,0.0
3,15.0,18.566666666666666,0.016756433273488858,0.0,4.0,5.0
4,15.0,18.4,0.018840579710144967,0.0,3.0,5.0
5,15.0,18.3,0.032058287795992735,0.75,0.0,10.0
6,15.0,18.0,0.03703703703703698,1.46,0.0,5.0
7,15.0,17.7,0.04821092278719408,2.17,0.0,5.0
8,15.0,17.2,0.04961240310077519,2.11,0.0,0.0
9,15.0,16.7,0.05109780439121758,2.05,0.0,0.0
10,15.0,16.2,0.05267489711934181,1.9899999999999998,0.0,0.0
11,15.0,15.899999999999999,0.057023060796645764,2.6599999999999997,0.0,5.0
12,15.0,15.399999999999997,0.05887445887445897,2.5799999999999996,0.0,0.0
13,15.0,14.899999999999997,0.06085011185682343,2.4999999999999996,0.0,0.0
14,15.0,14.599999999999994,0.06392694063926951,2.4199999999999995,0.0,5.0
15,15.0,13.699999999999994,0.08369829683698327,2.3399999999999994,12.0,0.0
16,15.0,13.399999999999993,0.07761194029850782,2.2599999999999993,6.0,0.0
17,15.0,12.89999999999999,0.08062015503875997,2.1799999999999993,0.0,0.0
18,15.0,12.599999999999989,0.09171075837742548,4.35,0.0,5.0
19,15.0,12.499999999999988,0.10737777777777824,6.4399999999999995,0.0,10.0
20,15.0,12.199999999999985,0.12167577413479114,8.45,0.0,5.0
21,15.0,11.699999999999985,0.12687559354226075,8.189999999999998,0.0,0.0
22,15.0,11.199999999999983,0.13253968253968273,7.929999999999998,0.0,0.0
23,15.0,10.699999999999982,0.13873312564901386,7.669999999999998,0.0,0.0
24,15.0,10.19999999999998,0.14553376906318127,7.409999999999998,0.0,0.0
25,15.0,10.099999999999978,0.15489548954895538,7.879999999999997,0.0,10.0
26,15.0,9.599999999999978,0.16296296296296342,7.599999999999998,0.0,0.0
27,15.0,9.099999999999977,0.17191697191697264,7.319999999999997,0.0,0.0
28,15.0,8.599999999999977,0.1819121447028429,7.039999999999997,0.0,0.0
29,15.0,8.499999999999975,0.16522875816993499,7.509999999999996,0.0,10.0
30,15.0,7.999999999999974,0.17555555555555613,7.209999999999996,0.0,0.0
31,15.0,7.499999999999974,0.18725925925925968,6.909999999999997,0.0,0.0
32,15.0,7.199999999999974,0.22098765432098832,6.609999999999996,0.0,5.0
33,15.0,6.699999999999974,0.23747927031509208,6.309999999999996,0.0,0.0
34,15.0,6.399999999999974,0.2708333333333346,6.009999999999995,0.0,5.0
35,15.0,6.099999999999974,0.29289617486338915,6.439999999999996,0.0,5.0
36,15.0,5.599999999999974,0.3190476190476206,6.119999999999996,0.0,0.0
