timestep,AgentsAlive,AvgEnergy,GiniEnergy,TotalScar,MinedRenewable,MinedNonrenewable,AgentsAlive_std,AvgEnergy_std,GiniEnergy_std,TotalScar_std,MinedRenewable_std,MinedNonrenewable_std
172,14.8,70.59371428571424,0.13784938226666604,0.0,16.8,0.0,0.4,3.1004038124820776,0.024435565455294555,0.0,5.30659966456864,0.0
173,14.8,71.01828571428567,0.13803900487502596,0.0,13.2,0.0,0.4,2.990850349659584,0.022995135602532787,0.0,5.075431016179809,0.0
174,14.8,71.45714285714283,0.13742157829259788,0.0,13.6,0.0,0.4,2.8774466824653304,0.02507516939278723,0.0,5.122499389946279,0.0
175,14.8,71.53723809523804,0.1365136764345321,0.0,7.6,0.0,0.4,3.081450918670005,0.026299981913725172,0.0,4.5431266766402185,0.0
176,14.8,72.49676190476185,0.13637928334763322,0.0,21.2,0.0,0.4,3.2371994895506955,0.024813603984815448,0.0,4.749736834815167,0.0
177,14.8,72.77180952380945,0.13807499693556596,0.0,11.6,0.0,0.4,3.228019483653708,0.024008414599137523,0.0,6.3118935352238,0.0
178,14.8,73.02971428571422,0.13905093412260167,0.0,11.2,0.0,0.4,2.845782137267186,0.02408405115635558,0.0,8.726969691708572,0.0
179,14.8,73.11647619047612,0.13829735566586404,0.0,7.6,0.0,0.4,3.0176339201749336,0.02431636481776899,0.0,4.882622246293481,0.0
180,14.8,73.89504761904753,0.13979603793023593,0.0,18.8,0.0,0.4,3.272690539155699,0.025818314540075188,0.0,5.946427498927402,0.0
181,14.8,74.47828571428565,0.13863359719743354,0.0,15.6,0.0,0.4,3.2975375901921153,0.025114843846952197,0.0,5.782732917920384,0.0
182,14.8,74.75619047619038,0.139536837347576,0.0,10.8,0.0,0.4,3.126405889651558,0.026250039379589172,0.0,7.166589146867568,0.0
183,14.8,74.79228571428561,0.13941466471053757,0.0,6.8,0.0,0.4,3.1318673788829914,0.025379887299338533,0.0,3.6,0.0
184,14.8,75.64380952380944,0.13995039640118595,0.0,19.6,0.0,0.4,3.268023236302908,0.02444683817113347,0.0,4.882622246293481,0.0
185,14.8,76.01180952380942,0.14102392631893768,0.0,12.8,0.0,0.4,3.3192847957889042,0.026053854257340178,0.0,5.6000000000000005,0.0
186,14.8,76.4617142857142,0.14054158798989608,0.0,13.6,0.0,0.4,3.1218680610294927,0.02666224590420211,0.0,6.740919818541087,0.0
187,14.8,76.41819047619036,0.14069575935799272,0.0,5.6,0.0,0.4,3.1669998091858265,0.025895011257517166,0.0,4.079215610874228,0.0
188,14.8,77.12076190476179,0.1432691186274571,0.0,17.6,0.0,0.4,3.325712125674286,0.026152516873064375,0.0,5.986651818838306,0.0
189,14.8,77.57733333333321,0.1432689768114727,0.0,13.6,0.0,0.4,3.2890293780130557,0.025908767216999185,0.0,4.8,0.0
190,14.8,78.11885714285702,0.1418075224196494,0.0,14.8,0.0,0.4,3.2992150457900102,0.02811102469633908,0.0,5.946427498927402,0.0
191,14.8,78.28161904761892,0.14044309892320317,0.0,8.8,0.0,0.4,3.381820520333073,0.02769034240356387,0.0,3.9191835884530852,0.0
192,14.8,78.95219047619034,0.14238270324677332,0.0,16.8,0.0,0.4,3.425101678150412,0.02631274326124217,0.0,5.878775382679627,0.0
193,14.8,79.34019047619033,0.14341232771059376,0.0,12.8,0.0,0.4,3.3480094278916726,0.025904085251925255,0.0,6.881860213634101,0.0
194,14.8,79.59047619047604,0.14456956900845083,0.0,10.8,0.0,0.4,3.2676549941812336,0.02726946280383216,0.0,5.075431016179809,0.0
195,14.8,79.70790476190462,0.14332927827647338,0.0,8.4,0.0,0.4,3.4258475436437728,0.028529046499574537,0.0,4.5431266766402185,0.0
196,14.8,80.54380952380936,0.1446280927288986,0.0,19.6,0.0,0.4,3.579810380212399,0.02899378320575436,0.0,6.3118935352238,0.0
197,14.8,80.92076190476175,0.1454611340325428,0.0,12.4,0.0,0.4,3.6233282904294732,0.02866408448650433,0.0,5.2,0.0
198,14.8,81.20228571428555,0.14669128981977472,0.0,10.8,0.0,0.4,3.5016530777111248,0.029635409383291008,0.0,5.3814496188294845,0.0
199,14.8,81.25476190476174,0.14599499532064136,0.0,7.2,0.0,0.4,3.6317625575436825,0.02960943648856337,0.0,4.995998398718719,0.0
200,14.8,82.16895238095222,0.14602531426910353,0.0,20.8,0.0,0.4,3.7629607969235432,0.02997778573628183,0.0,5.30659966456864,0.0
201,14.8,82.65161904761888,0.14633985158623058,0.0,14.4,0.0,0.4,3.7760063799476904,0.030136205422121205,0.0,6.974238309665078,0.0
202,14.8,82.78723809523791,0.14829749421547517,0.0,8.8,0.0,0.4,3.660418949294402,0.030842640727184293,0.0,5.6000000000000005,0.0
203,14.8,82.74066666666648,0.14891800767625377,0.0,5.6,0.0,0.4,3.6518055808051693,0.030454905764968274,0.0,3.2,0.0
204,14.8,83.56095238095219,0.14967454539924224,0.0,19.6,0.0,0.4,3.905329505784702,0.031263345798228794,0.0,6.053098380168622,0.0
205,14.7,84.61742857142838,0.14294502589194819,0.0,14.0,0.0,0.45825756949558405,4.331630435678023,0.033578832369549956,0.0,6.260990336999411,0.0
206,14.7,85.11857142857122,0.142093761141204,0.0,14.0,0.0,0.45825756949558405,4.238692483331814,0.03436816095349789,0.0,4.09878030638384,0.0
