timestep,AgentsAlive,AvgEnergy,CommunityPool,GiniEnergy,AgentsAlive_std,AvgEnergy_std,CommunityPool_std,GiniEnergy_std
207,7.5,8.337799799078018,44.74398792717308,0.15406159164971972,4.031128874149275,2.290299220311989,80.53913264133766,0.09675014144228482
208,7.5,7.699785462024016,51.11164617034698,0.13879859308496856,4.031128874149275,1.3902879210307395,82.04710637409686,0.07341965354988145
209,7.5,7.470798449037003,52.951646170346976,0.14308250230323952,4.031128874149275,1.5540045197200605,84.1038004501156,0.07423255243058215
210,7.5,12.446415132289115,0.6679999999999997,0.256398583105941,4.031128874149275,8.437946016188134,0.9020509963411153,0.21263191851798524
211,7.5,12.264835666088356,1.39275114385763,0.26271644421808416,4.031128874149275,8.413396838101812,1.5609940454534057,0.20985047429713943
212,7.5,12.074226275478962,2.48075114385763,0.2755265382982636,4.031128874149275,8.56525893052384,3.1921923377056673,0.2007393755739996
213,7.5,9.962414024186804,27.601951842137318,0.23640949560067454,4.031128874149275,5.855570083287307,74.33476121536823,0.16459184682904454
214,7.5,10.082370134742913,28.79195184213732,0.25171133508104515,4.031128874149275,5.659603589923305,76.38156949435032,0.17216553427369521
215,7.5,9.83465216504624,26.129200698279693,0.2595342707633407,4.031128874149275,5.616179575043663,77.24928445883876,0.18304293991592868
216,7.4,9.930802322738424,27.13379140250626,0.25280067849157095,4.079215610874228,5.529309722505586,78.24974601769357,0.18728278024611092
217,7.4,9.855381828237487,28.8342578310184,0.24770446360255916,4.079215610874228,5.5110612497837534,82.58720468234425,0.19686614851828751
218,7.3,9.64255178339234,29.740257831018397,0.25346154206604216,3.9509492530276824,5.417260081624505,84.18056864834155,0.20295516492741708
219,7.3,9.815570997511553,30.78425783101839,0.269124911757331,3.9509492530276824,5.2313067197999885,83.83975902797921,0.20903472753374042
220,7.3,9.754728514514946,29.29861428181538,0.2698051852640962,3.9509492530276824,5.465937005458926,84.31453263151741,0.20870704286590144
221,7.2,9.746958214704339,30.738614281815376,0.2820357908416412,3.8418745424597094,5.473392624147296,86.69577949751415,0.21323870380016638
