step,ren_step,non_step,cum_ren,cum_non,cum_total
74,0.0,0.0,40.86,170.0,210.86
75,0.0,0.0,40.86,170.0,210.86
76,0.0,0.0,40.86,170.0,210.86
77,0.0,0.0,40.86,170.0,210.86
78,0.0,5.0,40.86,175.0,215.86
79,0.0,0.0,40.86,175.0,215.86
80,0.0,0.0,40.86,175.0,215.86
81,0.0,0.0,40.86,175.0,215.86
82,0.0,5.0,40.86,180.0,220.86
83,4.0,0.0,44.86,180.0,224.86
84,2.0,5.0,46.86,185.0,231.86
85,0.0,5.0,46.86,190.0,236.86
86,0.0,0.0,46.86,190.0,236.86
87,0.0,5.0,46.86,195.0,241.86
88,0.0,5.0,46.86,200.0,246.86
89,0.0,10.0,46.86,210.0,256.86
90,0.0,5.0,46.86,215.0,261.86
91,0.0,0.0,46.86,215.0,261.86
92,0.0,0.0,46.86,215.0,261.86
93,0.0,0.0,46.86,215.0,261.86
94,0.0,0.0,46.86,215.0,261.86
95,0.0,0.0,46.86,215.0,261.86
96,0.0,5.0,46.86,220.0,266.86
97,0.0,0.0,46.86,220.0,266.86
98,0.0,5.0,46.86,225.0,271.86
99,0.0,0.0,46.86,225.0,271.86
100,0.0,0.0,46.86,225.0,271.86
101,0.0,5.0,46.86,230.0,276.86
102,0.0,0.0,46.86,230.0,276.86
103,0.0,5.0,46.86,235.0,281.86
104,0.0,0.0,46.86,235.0,281.86
105,0.0,0.0,46.86,235.0,281.86
106,0.0,0.0,46.86,235.0,281.86
107,0.0,0.0,46.86,235.0,281.86
108,4.0,10.0,50.86,245.0,295.86
109,2.0,0.0,52.86,245.0,297.86
110,0.0,5.0,52.86,250.0,302.86
111,0.0,0.0,52.86,250.0,302.86
112,0.0,5.0,52.86,255.0,307.86
113,0.0,0.0,52.86,255.0,307.86
114,4.0,5.0,56.86,260.0,316.86
115,2.0,0.0,58.86,260.0,318.86
116,0.0,0.0,58.86,260.0,318.86
117,0.0,0.0,58.86,260.0,318.86
118,0.0,0.0,58.86,260.0,318.86
119,0.0,0.0,58.86,260.0,318.86
120,0.0,0.0,58.86,260.0,318.86
121,0.0,5.0,58.86,265.0,323.86
122,0.0,0.0,58.86,265.0,323.86
123,0.0,0.0,58.86,265.0,323.86
124,0.0,0.0,58.86,265.0,323.86
125,4.0,0.0,62.86,265.0,327.86
126,0.0,0.0,62.86,265.0,327.86
127,0.0,0.0,62.86,265.0,327.86
128,4.0,0.0,66.86,265.0,331.86
129,0.0,0.0,66.86,265.0,331.86
130,4.0,0.0,70.86,265.0,335.86
131,2.0,0.0,72.86,265.0,337.86
132,0.0,0.0,72.86,265.0,337.86
133,0.0,5.0,72.86,270.0,342.86
134,1.0,0.0,73.86,270.0,343.86
135,4.0,5.0,77.86,275.0,352.86
136,0.0,0.0,77.86,275.0,352.86
137,0.0,5.0,77.86,280.0,357.86
138,4.0,0.0,81.86,280.0,361.86
139,0.0,0.0,81.86,280.0,361.86
140,0.0,0.0,81.86,280.0,361.86
141,0.0,10.0,81.86,290.0,371.86
142,0.0,0.0,81.86,290.0,371.86
143,0.0,0.0,81.86,290.0,371.86
144,0.0,0.0,81.86,290.0,371.86
145,0.0,0.0,81.86,290.0,371.86
146,0.0,0.0,81.86,290.0,371.86
147,0.0,0.0,81.86,290.0,371.86
148,0.0,0.0,81.86,290.0,371.86
149,0.0,0.0,81.86,290.0,371.86
150,0.0,0.0,81.86,290.0,371.86
151,0.0,0.0,81.86,290.0,371.86
152,0.0,5.0,81.86,295.0,376.86
153,0.0,0.0,81.86,295.0,376.86
154,0.0,0.0,81.86,295.0,376.86
155,0.0,0.0,81.86,295.0,376.86
156,0.0,0.0,81.86,295.0,376.86
157,0.0,0.0,81.86,295.0,376.86
158,0.0,0.0,81.86,295.0,376.86
159,0.0,0.0,81.86,295.0,376.86
160,0.0,0.0,81.86,295.0,376.86
161,0.0,0.0,81.86,295.0,376.86
162,0.0,0.0,81.86,295.0,376.86
163,0.0,0.0,81.86,295.0,376.86
164,0.0,0.0,81.86,295.0,376.86
165,0.0,0.0,81.86,295.0,376.86
166,0.0,0.0,81.86,295.0,376.86
167,0.0,0.0,81.86,295.0,376.86
168,0.0,0.0,81.86,295.0,376.86
169,0.0,0.0,81.86,295.0,376.86
170,0.0,0.0,81.86,295.0,376.86
171,0.0,0.0,81.86,295.0,376.86
172,0.0,0.0,81.86,295.0,376.86
173,0.0,5.0,81.86,300.0,381.86
174,0.0,0.0,81.86,300.0,381.86
175,0.0,0.0,81.86,300.0,381.86
176,0.0,0.0,81.86,300.0,381.86
177,0.0,0.0,81.86,300.0,381.86
178,0.0,0.0,81.86,300.0,381.86
