step,ren_step,non_step,cum_ren,cum_non,cum_total
56,0.0,5.0,27.32,180.0,207.32
57,0.0,5.0,27.32,185.0,212.32
58,0.0,0.0,27.32,185.0,212.32
59,0.0,0.0,27.32,185.0,212.32
60,4.0,5.0,31.32,190.0,221.32
61,0.0,0.0,31.32,190.0,221.32
62,0.0,5.0,31.32,195.0,226.32
63,0.0,5.0,31.32,200.0,231.32
64,0.0,5.0,31.32,205.0,236.32
65,0.0,0.0,31.32,205.0,236.32
66,0.0,0.0,31.32,205.0,236.32
67,4.0,5.0,35.32,210.0,245.32
68,0.0,0.0,35.32,210.0,245.32
69,2.0,0.0,37.32,210.0,247.32
70,0.0,0.0,37.32,210.0,247.32
71,0.0,0.0,37.32,210.0,247.32
72,0.0,0.0,37.32,210.0,247.32
73,0.0,10.0,37.32,220.0,257.32
74,0.0,0.0,37.32,220.0,257.32
75,0.0,0.0,37.32,220.0,257.32
76,0.0,0.0,37.32,220.0,257.32
77,0.0,5.0,37.32,225.0,262.32
78,0.0,0.0,37.32,225.0,262.32
79,0.0,5.0,37.32,230.0,267.32
80,0.0,5.0,37.32,235.0,272.32
81,0.0,0.0,37.32,235.0,272.32
82,0.0,0.0,37.32,235.0,272.32
83,0.0,0.0,37.32,235.0,272.32
84,0.0,0.0,37.32,235.0,272.32
85,0.0,0.0,37.32,235.0,272.32
86,0.0,0.0,37.32,235.0,272.32
87,0.0,0.0,37.32,235.0,272.32
88,4.0,5.0,41.32,240.0,281.32
89,0.0,0.0,41.32,240.0,281.32
90,0.0,0.0,41.32,240.0,281.32
91,0.0,0.0,41.32,240.0,281.32
92,0.0,0.0,41.32,240.0,281.32
93,0.0,0.0,41.32,240.0,281.32
94,0.0,0.0,41.32,240.0,281.32
95,0.0,0.0,41.32,240.0,281.32
96,0.0,0.0,41.32,240.0,281.32
97,0.0,0.0,41.32,240.0,281.32
98,0.0,0.0,41.32,240.0,281.32
99,0.0,0.0,41.32,240.0,281.32
100,0.0,0.0,41.32,240.0,281.32
101,0.0,5.0,41.32,245.0,286.32
102,0.0,0.0,41.32,245.0,286.32
103,0.0,0.0,41.32,245.0,286.32
104,0.0,0.0,41.32,245.0,286.32
105,0.0,5.0,41.32,250.0,291.32
106,0.0,0.0,41.32,250.0,291.32
107,0.0,0.0,41.32,250.0,291.32
108,0.0,0.0,41.32,250.0,291.32
109,0.0,0.0,41.32,250.0,291.32
110,0.0,0.0,41.32,250.0,291.32
111,0.0,0.0,41.32,250.0,291.32
112,8.0,0.0,49.32,250.0,299.32
113,4.0,5.0,53.32,255.0,308.32
114,0.0,0.0,53.32,255.0,308.32
115,0.0,0.0,53.32,255.0,308.32
116,0.0,10.0,53.32,265.0,318.32
117,0.0,5.0,53.32,270.0,323.32
118,0.0,0.0,53.32,270.0,323.32
119,4.0,0.0,57.32,270.0,327.32
120,0.0,0.0,57.32,270.0,327.32
121,4.0,0.0,61.32,270.0,331.32
122,1.0,5.0,62.32,275.0,337.32
123,0.0,0.0,62.32,275.0,337.32
124,0.0,0.0,62.32,275.0,337.32
125,0.0,0.0,62.32,275.0,337.32
126,0.0,0.0,62.32,275.0,337.32
127,4.0,0.0,66.32,275.0,341.32
128,4.0,0.0,70.32,275.0,345.32
129,0.0,0.0,70.32,275.0,345.32
130,0.0,0.0,70.32,275.0,345.32
131,4.0,0.0,74.32,275.0,349.32
132,2.0,0.0,76.32,275.0,351.32
133,4.0,0.0,80.32,275.0,355.32
134,3.0,0.0,83.32,275.0,358.32
135,0.0,0.0,83.32,275.0,358.32
136,0.0,0.0,83.32,275.0,358.32
137,0.0,0.0,83.32,275.0,358.32
138,0.0,0.0,83.32,275.0,358.32
139,0.0,0.0,83.32,275.0,358.32
140,0.0,0.0,83.32,275.0,358.32
141,0.0,0.0,83.32,275.0,358.32
142,4.0,0.0,87.32,275.0,362.32
143,0.0,0.0,87.32,275.0,362.32
144,3.0,5.0,90.32,280.0,370.32
145,0.0,0.0,90.32,280.0,370.32
146,0.0,0.0,90.32,280.0,370.32
147,0.0,0.0,90.32,280.0,370.32
148,0.0,0.0,90.32,280.0,370.32
149,0.0,0.0,90.32,280.0,370.32
150,0.0,0.0,90.32,280.0,370.32
151,0.0,0.0,90.32,280.0,370.32
152,0.0,0.0,90.32,280.0,370.32
153,0.0,0.0,90.32,280.0,370.32
154,0.0,0.0,90.32,280.0,370.32
155,0.0,0.0,90.32,280.0,370.32
156,0.0,0.0,90.32,280.0,370.32
157,0.0,0.0,90.32,280.0,370.32
158,0.0,0.0,90.32,280.0,370.32
159,0.0,0.0,90.32,280.0,370.32
160,0.0,0.0,90.32,280.0,370.32
161,0.0,0.0,90.32,280.0,370.32
162,0.0,0.0,90.32,280.0,370.32
163,0.0,0.0,90.32,280.0,370.32
