step,ren_step,non_step,cum_ren,cum_non,cum_total
55,0.0,10.0,60.82000000000001,170.0,230.82
56,9.0,10.0,69.82000000000001,180.0,249.82
57,7.0,0.0,76.82000000000001,180.0,256.82
58,1.645,0.0,78.465,180.0,258.46500000000003
59,0.0,5.0,78.465,185.0,263.46500000000003
60,4.0,0.0,82.465,185.0,267.46500000000003
61,2.0,5.0,84.465,190.0,274.46500000000003
62,0.0,0.0,84.465,190.0,274.46500000000003
63,0.0,0.0,84.465,190.0,274.46500000000003
64,0.0,0.0,84.465,190.0,274.46500000000003
65,0.0,5.0,84.465,195.0,279.46500000000003
66,0.0,0.0,84.465,195.0,279.46500000000003
67,0.0,0.0,84.465,195.0,279.46500000000003
68,0.0,0.0,84.465,195.0,279.46500000000003
69,0.0,0.0,84.465,195.0,279.46500000000003
70,0.0,5.0,84.465,200.0,284.46500000000003
71,0.0,0.0,84.465,200.0,284.46500000000003
72,0.0,0.0,84.465,200.0,284.46500000000003
73,0.0,0.0,84.465,200.0,284.46500000000003
74,4.0,5.0,88.465,205.0,293.46500000000003
75,2.0,0.0,90.465,205.0,295.46500000000003
76,0.0,0.0,90.465,205.0,295.46500000000003
77,0.0,0.0,90.465,205.0,295.46500000000003
78,0.0,0.0,90.465,205.0,295.46500000000003
79,0.0,0.0,90.465,205.0,295.46500000000003
80,0.0,0.0,90.465,205.0,295.46500000000003
81,0.0,0.0,90.465,205.0,295.46500000000003
82,4.0,0.0,94.465,205.0,299.46500000000003
83,0.0,5.0,94.465,210.0,304.46500000000003
84,0.0,0.0,94.465,210.0,304.46500000000003
85,4.0,0.0,98.465,210.0,308.46500000000003
86,0.0,5.0,98.465,215.0,313.46500000000003
87,4.0,0.0,102.465,215.0,317.46500000000003
88,0.0,0.0,102.465,215.0,317.46500000000003
89,0.0,0.0,102.465,215.0,317.46500000000003
90,0.0,0.0,102.465,215.0,317.46500000000003
91,0.0,0.0,102.465,215.0,317.46500000000003
92,0.0,0.0,102.465,215.0,317.46500000000003
93,0.0,0.0,102.465,215.0,317.46500000000003
94,0.0,0.0,102.465,215.0,317.46500000000003
95,0.0,0.0,102.465,215.0,317.46500000000003
96,0.0,0.0,102.465,215.0,317.46500000000003
97,4.0,0.0,106.465,215.0,321.46500000000003
98,0.0,0.0,106.465,215.0,321.46500000000003
99,3.0,0.0,109.465,215.0,324.46500000000003
100,0.0,0.0,109.465,215.0,324.46500000000003
101,0.0,5.0,109.465,220.0,329.46500000000003
102,0.0,0.0,109.465,220.0,329.46500000000003
103,0.0,0.0,109.465,220.0,329.46500000000003
104,0.0,5.0,109.465,225.0,334.46500000000003
105,4.0,0.0,113.465,225.0,338.46500000000003
106,2.0,0.0,115.465,225.0,340.46500000000003
107,4.0,0.0,119.465,225.0,344.46500000000003
108,0.0,0.0,119.465,225.0,344.46500000000003
109,0.0,0.0,119.465,225.0,344.46500000000003
110,0.0,0.0,119.465,225.0,344.46500000000003
111,4.0,5.0,123.465,230.0,353.46500000000003
112,4.0,0.0,127.465,230.0,357.46500000000003
113,4.84,0.0,132.305,230.0,362.305
114,4.0,0.0,136.305,230.0,366.305
115,0.0,0.0,136.305,230.0,366.305
116,0.0,5.0,136.305,235.0,371.305
117,0.0,0.0,136.305,235.0,371.305
118,0.0,10.0,136.305,245.0,381.305
119,0.0,0.0,136.305,245.0,381.305
120,4.0,0.0,140.305,245.0,385.305
121,2.0,0.0,142.305,245.0,387.305
122,8.0,0.0,150.305,245.0,395.305
123,0.0,0.0,150.305,245.0,395.305
124,0.0,0.0,150.305,245.0,395.305
125,0.0,0.0,150.305,245.0,395.305
126,10.0,5.0,160.305,250.0,410.305
127,3.0,0.0,163.305,250.0,413.305
128,0.0,5.0,163.305,255.0,418.305
129,0.0,5.0,163.305,260.0,423.305
130,4.0,0.0,167.305,260.0,427.305
131,0.0,0.0,167.305,260.0,427.305
132,0.0,0.0,167.305,260.0,427.305
133,4.0,5.0,171.305,265.0,436.305
134,4.0,5.0,175.305,270.0,445.305
135,2.0,0.0,177.305,270.0,447.305
136,0.0,0.0,177.305,270.0,447.305
137,0.0,0.0,177.305,270.0,447.305
138,0.0,0.0,177.305,270.0,447.305
139,0.0,0.0,177.305,270.0,447.305
140,3.0,5.0,180.305,275.0,455.305
141,0.0,0.0,180.305,275.0,455.305
142,0.0,0.0,180.305,275.0,455.305
143,0.0,0.0,180.305,275.0,455.305
144,0.0,5.0,180.305,280.0,460.305
145,0.0,5.0,180.305,285.0,465.305
146,0.0,0.0,180.305,285.0,465.305
147,0.0,0.0,180.305,285.0,465.305
148,0.0,0.0,180.305,285.0,465.305
149,0.0,0.0,180.305,285.0,465.305
150,0.0,5.0,180.305,290.0,470.305
151,0.0,0.0,180.305,290.0,470.305
152,0.0,0.0,180.305,290.0,470.305
153,0.0,0.0,180.305,290.0,470.305
154,0.0,0.0,180.305,290.0,470.305
155,0.0,0.0,180.305,290.0,470.305
156,0.0,0.0,180.305,290.0,470.305
157,0.0,0.0,180.305,290.0,470.305
158,0.0,0.0,180.305,290.0,470.305
159,0.0,0.0,180.305,290.0,470.305
160,0.0,5.0,180.305,295.0,475.305
161,0.0,0.0,180.305,295.0,475.305
162,0.0,0.0,180.305,295.0,475.305
163,0.0,0.0,180.305,295.0,475.305
164,0.0,0.0,180.305,295.0,475.305
165,0.0,0.0,180.305,295.0,475.305
166,0.0,0.0,180.305,295.0,475.305
167,0.0,0.0,180.305,295.0,475.305
168,0.0,0.0,180.305,295.0,475.305
169,0.0,0.0,180.305,295.0,475.305
170,0.0,0.0,180.305,295.0,475.305
171,0.0,0.0,180.305,295.0,475.305
172,0.0,0.0,180.305,295.0,475.305
173,0.0,0.0,180.305,295.0,475.305
174,0.0,0.0,180.305,295.0,475.305
175,0.0,0.0,180.305,295.0,475.305
176,0.0,0.0,180.305,295.0,475.305
177,0.0,0.0,180.305,295.0,475.305
