step,ren_step,non_step,cum_ren,cum_non,cum_total
74,0.0,5.0,101.0,155.0,256.0
75,4.0,5.0,105.0,160.0,265.0
76,0.0,0.0,105.0,160.0,265.0
77,4.0,0.0,109.0,160.0,269.0
78,0.0,0.0,109.0,160.0,269.0
79,4.0,5.0,113.0,165.0,278.0
80,3.0,0.0,116.0,165.0,281.0
81,0.0,0.0,116.0,165.0,281.0
82,4.0,0.0,120.0,165.0,285.0
83,0.0,0.0,120.0,165.0,285.0
84,3.0,5.0,123.0,170.0,293.0
85,0.0,0.0,123.0,170.0,293.0
86,0.0,5.0,123.0,175.0,298.0
87,0.0,5.0,123.0,180.0,303.0
88,0.0,0.0,123.0,180.0,303.0
89,0.0,10.0,123.0,190.0,313.0
90,0.0,0.0,123.0,190.0,313.0
91,0.0,0.0,123.0,190.0,313.0
92,0.0,0.0,123.0,190.0,313.0
93,0.0,0.0,123.0,190.0,313.0
94,0.0,0.0,123.0,190.0,313.0
95,0.0,10.0,123.0,200.0,323.0
96,0.0,10.0,123.0,210.0,333.0
97,0.0,0.0,123.0,210.0,333.0
98,0.0,5.0,123.0,215.0,338.0
99,0.0,5.0,123.0,220.0,343.0
100,0.0,0.0,123.0,220.0,343.0
101,0.0,0.0,123.0,220.0,343.0
102,0.0,0.0,123.0,220.0,343.0
103,0.0,5.0,123.0,225.0,348.0
104,4.0,5.0,127.0,230.0,357.0
105,0.0,0.0,127.0,230.0,357.0
106,3.0,0.0,130.0,230.0,360.0
107,0.0,5.0,130.0,235.0,365.0
108,0.0,0.0,130.0,235.0,365.0
109,0.0,0.0,130.0,235.0,365.0
110,0.0,0.0,130.0,235.0,365.0
111,8.0,0.0,138.0,235.0,373.0
112,5.785,5.0,143.785,240.0,383.78499999999997
113,0.0,0.0,143.785,240.0,383.78499999999997
114,4.0,5.0,147.785,245.0,392.78499999999997
115,0.0,0.0,147.785,245.0,392.78499999999997
116,0.0,0.0,147.785,245.0,392.78499999999997
117,0.0,0.0,147.785,245.0,392.78499999999997
118,4.0,0.0,151.785,245.0,396.78499999999997
119,6.0,0.0,157.785,245.0,402.78499999999997
120,0.0,0.0,157.785,245.0,402.78499999999997
121,0.0,0.0,157.785,245.0,402.78499999999997
122,0.0,0.0,157.785,245.0,402.78499999999997
123,4.0,0.0,161.785,245.0,406.78499999999997
124,6.0,0.0,167.785,245.0,412.78499999999997
125,0.0,0.0,167.785,245.0,412.78499999999997
126,0.0,0.0,167.785,245.0,412.78499999999997
127,3.0,0.0,170.785,245.0,415.78499999999997
128,0.0,0.0,170.785,245.0,415.78499999999997
129,0.0,0.0,170.785,245.0,415.78499999999997
130,0.0,0.0,170.785,245.0,415.78499999999997
131,0.0,5.0,170.785,250.0,420.78499999999997
132,0.0,0.0,170.785,250.0,420.78499999999997
133,0.0,0.0,170.785,250.0,420.78499999999997
134,0.0,0.0,170.785,250.0,420.78499999999997
135,0.0,0.0,170.785,250.0,420.78499999999997
136,4.0,5.0,174.785,255.0,429.78499999999997
137,0.0,0.0,174.785,255.0,429.78499999999997
138,0.0,5.0,174.785,260.0,434.78499999999997
139,4.0,5.0,178.785,265.0,443.78499999999997
140,2.0,5.0,180.785,270.0,450.78499999999997
141,4.0,0.0,184.785,270.0,454.78499999999997
142,2.0,10.0,186.785,280.0,466.78499999999997
143,0.0,0.0,186.785,280.0,466.78499999999997
144,0.0,0.0,186.785,280.0,466.78499999999997
145,0.0,0.0,186.785,280.0,466.78499999999997
146,0.0,0.0,186.785,280.0,466.78499999999997
147,0.0,0.0,186.785,280.0,466.78499999999997
148,0.0,0.0,186.785,280.0,466.78499999999997
149,4.0,0.0,190.785,280.0,470.78499999999997
150,0.0,0.0,190.785,280.0,470.78499999999997
151,0.0,0.0,190.785,280.0,470.78499999999997
152,0.0,0.0,190.785,280.0,470.78499999999997
153,0.0,0.0,190.785,280.0,470.78499999999997
154,0.0,0.0,190.785,280.0,470.78499999999997
155,0.0,0.0,190.785,280.0,470.78499999999997
156,0.0,0.0,190.785,280.0,470.78499999999997
157,0.0,0.0,190.785,280.0,470.78499999999997
158,0.0,5.0,190.785,285.0,475.78499999999997
159,0.0,0.0,190.785,285.0,475.78499999999997
160,0.0,0.0,190.785,285.0,475.78499999999997
161,0.0,0.0,190.785,285.0,475.78499999999997
162,0.0,0.0,190.785,285.0,475.78499999999997
163,0.0,0.0,190.785,285.0,475.78499999999997
164,0.0,0.0,190.785,285.0,475.78499999999997
165,0.0,0.0,190.785,285.0,475.78499999999997
166,0.0,0.0,190.785,285.0,475.78499999999997
167,0.0,0.0,190.785,285.0,475.78499999999997
168,0.0,0.0,190.785,285.0,475.78499999999997
169,0.0,0.0,190.785,285.0,475.78499999999997
