Step,Ideology_adaptive_mean,Ideology_adaptive_direct_mean,AvgEnergy_mean,CommunityPool_mean,TotalScar_mean,Renewables_mean,NonRenewables_mean,InfrastructureSites_mean,AgentsAlive_mean,GiniEnergy_mean,AvgAdaptiveReward_mean,MinedRenewable_mean,MinedNonrenewable_mean,AvgAdaptiveEpsilon_mean,AvgAdaptiveEpsilonGlobal_mean,Ideology_adaptive_std,Ideology_adaptive_direct_std,AvgEnergy_std,CommunityPool_std,TotalScar_std,Renewables_std,NonRenewables_std,InfrastructureSites_std,AgentsAlive_std,GiniEnergy_std,AvgAdaptiveReward_std,MinedRenewable_std,MinedNonrenewable_std,AvgAdaptiveEpsilon_std,AvgAdaptiveEpsilonGlobal_std
76,15.0,0.0,7.54003333333331,0.0,3.716999999999998,100.0,100.0,0.0,15.0,0.32434525736090547,1.005,0.0,2.5,0.8816472000000001,0.05,0.0,0.0,1.4556644611505756,0.0,1.7041651589235385,0.0,0.0,0.0,0.0,0.07681026144162341,0.05386883934012171,0.0,5.400617248673217,0.0005680619684506282,0.0
77,15.0,0.0,7.120033333333311,0.0,4.217999999999998,100.0,100.0,0.0,15.0,0.34959352082738826,1.0219999999999998,1.2,3.0,0.8816472000000001,0.05,0.0,0.0,1.4757563488715113,0.0,2.4342181039869413,0.0,0.0,0.0,0.0,0.08331642613546307,0.030920048232757458,1.9321835661585918,4.216370213557839,0.0005680619684506282,0.0
78,15.0,0.0,7.488833333333311,0.0,3.9679999999999978,100.0,100.0,0.0,15.0,0.361271810611544,0.9726533333333333,0.23200000000000004,1.5,0.8809416000000001,0.05,0.0,0.0,1.2614101187378843,0.0,2.279838200886682,0.0,0.0,0.0,0.0,0.07816524006260993,0.06698576815863552,0.7336484171590641,2.4152294576982394,0.0015131403107445135,0.0
79,15.0,0.0,7.12883333333331,0.0,4.244999999999997,100.0,100.0,0.0,15.0,0.3860135950718204,1.025,0.8,2.5,0.8809416000000001,0.05,0.0,0.0,1.26078456124611,0.0,1.797969533792062,0.0,0.0,0.0,0.0,0.08053778546187404,0.023895347964007278,1.6865480854231356,2.6352313834736494,0.0015131403107445135,0.0
80,15.0,0.0,8.85189999999998,0.0,4.133999999999998,100.0,100.0,0.0,15.0,0.36385254470830497,0.9121266666666668,0.9460000000000001,2.0,0.87906,0.05,0.0,0.0,1.1625443366030848,0.0,1.8984800938294473,0.0,0.0,0.0,0.0,0.05699714648680722,0.09542623005608071,1.56710773932958,2.581988897471611,0.0024322960346141874,0.0
81,15.0,0.0,8.423733333333312,0.0,4.177999999999997,100.0,100.0,0.0,15.0,0.38193163973868727,1.015775,0.5775,2.0,0.87906,0.05,0.0,0.0,1.196400009493503,0.0,1.8071204842080797,0.0,0.0,0.0,0.0,0.05554230285078853,0.018294236510610982,1.3256261623181034,2.581988897471611,0.0024322960346141874,0.0
82,15.0,0.0,9.205066666666648,0.0,4.440999999999997,100.0,100.0,0.0,15.0,0.3686729969299665,0.9570000000000001,0.7,2.0,0.8780015999999999,0.05,0.0,0.0,1.2376760161640277,0.0,2.224377316114433,0.0,0.0,0.0,0.0,0.04594353952334648,0.046493063334992264,1.4944341180973264,3.496029493900505,0.0025525190694684558,0.0
83,15.0,0.0,8.785066666666646,0.0,4.352999999999997,100.0,100.0,0.0,15.0,0.38478248398276105,1.0146666666666666,0.0,2.0,0.8780015999999999,0.05,0.0,0.0,1.293049967048434,0.0,2.3285906562649528,0.0,0.0,0.0,0.0,0.05076217503644856,0.02563754962193701,0.0,3.4960294939005054,0.0025525190694684558,0.0
84,15.0,0.0,8.640666666666647,0.0,4.460999999999997,100.0,100.0,0.0,15.0,0.4027087310759455,1.0030066666666666,0.23399999999999999,2.0,0.8777664,0.05,0.0,0.0,1.429013170679443,0.0,2.172430538462495,0.0,0.0,0.0,0.0,0.058803008489293956,0.04174443645934922,0.7399729724794007,2.581988897471611,0.002670207782177274,0.0
85,15.0,0.0,8.354266666666646,0.0,4.522999999999998,100.0,100.0,0.0,15.0,0.42049038221314616,1.008,0.0,2.0,0.8776488,0.05,0.0,0.0,1.4950176827064439,0.0,1.9860348547909332,0.0,0.0,0.0,0.0,0.0590374262168152,0.021841177556098844,0.0,2.581988897471611,0.0026031869698506403,0.0
86,15.0,0.0,11.367599999999983,0.0,4.547999999999997,100.0,100.0,0.0,15.0,0.32231506518319586,0.8353333333333334,0.2,1.0,0.8745912,0.05,0.0,0.0,1.7262271269526415,0.0,1.9256560209734008,0.0,0.0,0.0,0.0,0.04875593333774298,0.09618911413986694,0.6324555320336759,2.1081851067789192,0.0020026558366329447,0.0
87,15.0,0.0,10.91426666666665,0.0,4.720999999999997,100.0,100.0,0.0,15.0,0.3382916225221506,1.011,0.4,1.5,0.8745912,0.05,0.0,0.0,1.7867773169163872,0.0,2.044697478302788,0.0,0.0,0.0,0.0,0.0541838109701416,0.02474811378272027,1.2649110640673518,3.3747427885527643,0.0020026558366329447,0.0
88,15.0,0.0,10.73426666666665,0.0,4.519999999999998,100.0,100.0,0.0,15.0,0.3440662562427347,0.9989999999999999,0.6,1.5,0.874356,0.05,0.0,0.0,1.810797067523884,0.0,2.048880453103868,0.0,0.0,0.0,0.0,0.0537825483138699,0.030186662086114056,1.349897115421106,2.4152294576982394,0.0021648907593687094,0.0
89,15.0,0.0,10.33426666666665,0.0,4.688999999999997,100.0,100.0,0.0,15.0,0.35949888348520526,1.0183333333333333,0.0,2.5,0.874356,0.05,0.0,0.0,1.8284482647289027,0.0,2.5225095528945856,0.0,0.0,0.0,0.0,0.06190742928393285,0.03563359491294343,0.0,4.85912657903775,0.0021648907593687094,0.0
90,15.0,0.0,10.527599999999984,0.0,4.555999999999997,100.0,100.0,0.0,15.0,0.3487317142127939,0.974,0.4,1.0,0.8737679999999999,0.05,0.0,0.0,2.2328749877928975,0.0,2.3770906587675613,0.0,0.0,0.0,0.0,0.07584225267296162,0.06318305758217228,1.2649110640673518,2.1081851067789192,0.002416450289163835,0.0
91,15.0,0.0,10.206699999999984,0.0,4.421999999999997,100.0,100.0,0.0,15.0,0.3628166009396442,1.001685,0.1685,1.0,0.8736504,0.05,0.0,0.0,2.262334582725895,0.0,2.4400582870998067,0.0,0.0,0.0,0.0,0.08586732729709683,0.028301239393965893,0.532843785738372,2.1081851067789197,0.002444898689107607,0.0
92,15.0,0.0,12.20883333333332,0.0,4.513999999999998,100.0,100.0,0.0,15.0,0.28582283936372266,0.898,0.4,2.0,0.8715336,0.05,0.0,0.0,2.012947904301578,0.0,2.557417099775127,0.0,0.0,0.0,0.0,0.08495018188752992,0.09271221901969313,1.2649110640673518,3.496029493900505,0.0026266925210233576,0.0
93,15.0,0.0,11.802166666666654,0.0,4.520999999999997,100.0,100.0,0.0,15.0,0.30188039636308434,1.0219999999999998,0.8,3.0,0.8715336,0.05,0.0,0.0,2.0307667484031175,0.0,2.4718794019486015,0.0,0.0,0.0,0.0,0.08945888528266244,0.025637549621937067,1.6865480854231356,3.496029493900505,0.0026266925210233576,0.0
94,15.0,0.0,11.898666666666653,0.0,4.594999999999997,100.0,100.0,0.0,15.0,0.29204389076106985,0.9916666666666666,1.7,2.0,0.8710632,0.05,0.0,0.0,1.568514505220283,0.0,2.313944443777526,0.0,0.0,0.0,0.0,0.06455580487343426,0.07276293317647688,2.6687491868330793,3.496029493900505,0.0022890920470788746,0.0
95,15.0,0.0,11.478666666666651,0.0,4.455999999999997,100.0,100.0,0.0,15.0,0.30706831429267434,1.0173333333333332,0.8,2.0,0.8710632,0.05,0.0,0.0,1.6453032967424621,0.0,2.334029419980247,0.0,0.0,0.0,0.0,0.0664295156177502,0.024535185115298765,1.3984117975602022,3.496029493900505,0.0022890920470788746,0.0
96,15.0,0.0,11.470133333333319,0.0,4.348999999999997,100.0,100.0,0.0,15.0,0.30942899569470717,0.9967199999999998,0.2720000000000001,2.0,0.8707103999999999,0.05,0.0,0.0,1.3875151980037423,0.0,2.2152123048492562,0.0,0.0,0.0,0.0,0.06833850888021267,0.045918110685097706,0.8601395235657994,3.496029493900505,0.0021613388443276734,0.0
97,15.0,0.0,11.163466666666652,0.0,4.203999999999997,100.0,100.0,0.0,15.0,0.3150576548101717,1.0043333333333333,0.0,1.5,0.8705928,0.05,0.0,0.0,1.252365822388341,0.0,2.0571620149019743,0.0,0.0,0.0,0.0,0.060372179446118536,0.019439681956449323,0.0,2.4152294576982394,0.00207796977841348,0.0
98,15.0,0.0,13.104966666666655,0.0,4.356999999999997,100.0,100.0,0.0,15.0,0.2313797034711782,0.9233333333333332,0.8,5.0,0.8685936,0.05,0.0,0.0,1.2565684650696174,0.0,2.255512013810709,0.0,0.0,0.0,0.0,0.03701659178865666,0.09220213971433222,1.6865480854231358,4.08248290463863,0.001855282619980006,0.0
99,15.0,0.0,12.758299999999988,0.0,4.278999999999996,100.0,100.0,0.0,15.0,0.24037845923699433,1.0303333333333333,1.0,3.5,0.8685936,0.05,0.0,0.0,1.2230695492171442,0.0,2.3371609082626525,0.0,0.0,0.0,0.0,0.03935404376129274,0.04813689327145205,1.632993161855452,6.258327785172862,0.001855282619980006,0.0
100,15.0,0.0,12.756966666666653,0.0,4.126999999999997,100.0,100.0,0.0,15.0,0.23435637954153127,1.0004666666666666,0.68,2.5,0.8682408,0.05,0.0,0.0,1.351640708066944,0.0,2.116785036060319,0.0,0.0,0.0,0.0,0.050277644768894014,0.0390214249475628,1.4612019405650651,3.5355339059327378,0.002002655836632895,0.0
101,15.0,0.0,12.451366666666653,0.0,4.268999999999997,100.0,100.0,0.0,15.0,0.23809110765768002,1.0046666666666666,0.1,1.5,0.8681232,0.05,0.0,0.0,1.62234366706752,0.0,2.1323458652125087,0.0,0.0,0.0,0.0,0.06388408471437636,0.03031521640495104,0.31622776601683794,2.4152294576982394,0.002132710575769651,0.0
102,15.0,0.0,12.286799999999987,0.0,4.113999999999996,100.0,100.0,0.0,15.0,0.23704276529872548,1.0063333333333333,1.4,2.5,0.867888,0.05,0.0,0.0,1.5507112442240725,0.0,1.960329904208301,0.0,0.0,0.0,0.0,0.06628919145916358,0.04481649828487853,2.988868236194653,3.5355339059327373,0.0021470724254202198,0.0
103,15.0,0.0,11.999566666666652,0.0,4.256999999999996,100.0,100.0,0.0,15.0,0.2447477659518916,1.0105816666666665,0.7915,2.0,0.8677704,0.05,0.0,0.0,1.5539060782428291,0.0,2.104566727645172,0.0,0.0,0.0,0.0,0.07049068004761638,0.04195809965362128,1.6687487827710918,3.496029493900505,0.002033116228846693,0.0
104,15.0,0.0,12.952899999999989,0.0,4.413999999999996,100.0,100.0,0.0,15.0,0.20487839319767906,0.9556666666666664,0.1,3.0,0.8665944,0.05,0.0,0.0,0.7624061334654143,0.0,2.0651295358887283,0.0,0.0,0.0,0.0,0.03417603637615628,0.07874086268761683,0.31622776601683794,3.496029493900505,0.0014079295436917117,0.0
105,15.0,0.0,12.512899999999986,0.0,4.174999999999996,100.0,100.0,0.0,15.0,0.21342898657476814,1.011,0.0,1.5,0.8665944,0.05,0.0,0.0,0.8334591912366157,0.0,1.9616617105573175,0.0,0.0,0.0,0.0,0.03571868807866019,0.03478505426185216,0.0,4.743416490252569,0.0014079295436917117,0.0
106,15.0,0.0,12.274766666666654,0.0,4.0879999999999965,100.0,100.0,0.0,15.0,0.21175528180431852,0.9929466666666666,1.528,0.5,0.8663592000000001,0.05,0.0,0.0,0.7743479941533944,0.0,2.0060286914974834,0.0,0.0,0.0,0.0,0.03104990271596776,0.03402415699557095,2.736797804409785,1.5811388300841898,0.001363574127064577,0.0
107,15.0,0.0,11.961433333333318,0.0,4.677999999999996,100.0,100.0,0.0,15.0,0.2188629935923073,1.0339999999999998,0.6,4.0,0.8663592000000001,0.05,0.0,0.0,0.7411622512756914,0.0,2.6704631308694986,0.0,0.0,0.0,0.0,0.031996518797256734,0.047187568984497046,1.3498971154211057,6.146362971528591,0.001363574127064577,0.0
108,15.0,0.0,11.548099999999984,0.0,4.660999999999996,100.0,100.0,0.0,15.0,0.2294240850657908,1.0203333333333333,1.5,2.0,0.8663592000000001,0.05,0.0,0.0,0.7690966329819681,0.0,2.6933063117456357,0.0,0.0,0.0,0.0,0.03235216471466336,0.02224720817552034,3.5668224265054493,2.581988897471611,0.001363574127064577,0.0
109,15.0,0.0,11.15156666666665,0.0,4.384999999999996,100.0,100.0,0.0,15.0,0.24482873146817602,1.0288533333333332,2.052,3.5,0.8663592000000001,0.05,0.0,0.0,0.8599727249479041,0.0,2.4793782822850288,0.0,0.0,0.0,0.0,0.034344605446456664,0.02974480429782739,2.4130055025953743,4.1163630117428225,0.001363574127064577,0.0
110,15.0,0.0,11.578233333333317,0.0,4.594999999999997,100.0,100.0,0.0,15.0,0.22667664849215977,0.9833333333333332,0.7,2.5,0.8656536000000001,0.05,0.0,0.0,1.0171230311490504,0.0,2.1301343202301157,0.0,0.0,0.0,0.0,0.04129114569236784,0.04911563578955631,1.3374935098492586,3.5355339059327378,0.0012941938031067828,0.0
111,15.0,0.0,11.118233333333317,0.0,4.434999999999997,100.0,100.0,0.0,15.0,0.23429899334412568,1.0073333333333332,0.0,1.0,0.8656536000000001,0.05,0.0,0.0,1.0711157220970386,0.0,2.069585304676598,0.0,0.0,0.0,0.0,0.04649594557979774,0.01546002411637879,0.0,2.1081851067789197,0.0012941938031067828,0.0
112,15.0,0.0,10.818399999999983,0.0,4.356999999999997,100.0,100.0,0.0,15.0,0.23676155840414354,1.010025,1.5025,1.5,0.865536,0.05,0.0,0.0,0.8601914486874794,0.0,2.0720845649838813,0.0,0.0,0.0,0.0,0.03855500204545315,0.0384620233172193,2.7197949779757704,2.41522945769824,0.0012396128427860343,0.0
113,15.0,0.0,10.366033333333316,0.0,4.359999999999998,100.0,100.0,0.0,15.0,0.245895115579516,1.0164783333333332,1.5145,2.0,0.865536,0.05,0.0,0.0,0.841378930647943,0.0,2.0496503766902934,0.0,0.0,0.0,0.0,0.0422089117696045,0.017926024343546853,1.8458338224228097,2.581988897471611,0.0012396128427860343,0.0
114,15.0,0.0,9.906033333333315,0.0,3.985999999999997,100.0,100.0,0.0,15.0,0.2601859028536214,1.0096666666666665,0.7,1.0,0.865536,0.05,0.0,0.0,0.8383814425486045,0.0,1.9488013409957061,0.0,0.0,0.0,0.0,0.043118892527212974,0.015982243233208335,1.4944341180973264,2.1081851067789197,0.0012396128427860343,0.0
115,15.0,0.0,9.486033333333314,0.0,4.3619999999999965,100.0,100.0,0.0,15.0,0.2755771463873523,1.017,1.2,1.5,0.865536,0.05,0.0,0.0,0.861456410338668,0.0,1.7021411352894453,0.0,0.0,0.0,0.0,0.04122867839955219,0.024162515607730604,2.573367875415838,2.41522945769824,0.0012396128427860343,0.0
116,15.0,0.0,9.71819999999998,0.0,4.289999999999997,100.0,100.0,0.0,15.0,0.2751904518249694,0.9814916666666667,0.48250000000000004,2.0,0.8649503519999999,0.05,0.0,0.0,0.9526257954584495,0.0,1.6968663929595493,0.0,0.0,0.0,0.0,0.041059383035334206,0.04629378891358223,1.2628258655359679,2.581988897471611,0.0008334366196898426,0.0
117,15.0,0.0,9.331533333333313,0.0,4.177999999999997,100.0,100.0,0.0,15.0,0.2900444238854162,1.0206666666666666,0.3,2.5,0.8649503519999999,0.05,0.0,0.0,0.9558803608179922,0.0,1.6572855986689659,0.0,0.0,0.0,0.0,0.049559727777249214,0.025131751595772314,0.9486832980505138,3.5355339059327378,0.0008334366196898426,0.0
118,15.0,0.0,9.471099999999979,0.0,4.151999999999997,100.0,100.0,0.0,15.0,0.29478208376072934,0.9929349999999999,0.6935,2.0,0.8644846559999999,0.05,0.0,0.0,0.589490050597199,0.0,2.037900880808484,0.0,0.0,0.0,0.0,0.05160332726690173,0.04356328194650415,1.2384938209149228,2.581988897471611,0.0008631872043537447,0.0
119,15.0,0.0,9.031099999999979,0.0,3.8239999999999967,100.0,100.0,0.0,15.0,0.3074184556089359,1.0106666666666666,0.4,1.0,0.8644846559999999,0.05,0.0,0.0,0.5891770793778379,0.0,1.758030463647063,0.0,0.0,0.0,0.0,0.05802425789692252,0.017198908951901626,1.2649110640673518,2.1081851067789197,0.0008631872043537447,0.0
120,15.0,0.0,9.344433333333312,0.0,3.696999999999997,100.0,100.0,0.0,15.0,0.3022928372691899,0.967,1.2,0.5,0.863793168,0.05,0.0,0.0,1.002793998637659,0.0,1.6012776149062957,0.0,0.0,0.0,0.0,0.03172560357401684,0.06667499947923172,2.6997942308422114,1.5811388300841898,0.001568252819618082,0.0
121,15.0,0.0,8.910833333333311,0.0,3.7209999999999974,100.0,100.0,0.0,15.0,0.3173579066194394,1.0152933333333334,0.5960000000000001,2.0,0.863793168,0.05,0.0,0.0,1.019688033265659,0.0,1.713297340737379,0.0,0.0,0.0,0.0,0.03343535998604178,0.019771439683556012,1.5652277079638537,2.581988897471611,0.001568252819618082,0.0
122,15.0,0.0,9.544166666666646,0.0,4.003999999999997,100.0,100.0,0.0,15.0,0.31021090938630175,0.9663333333333334,1.4,2.5,0.862864128,0.05,0.0,0.0,1.535546142839781,0.0,2.4003434939376667,0.0,0.0,0.0,0.0,0.03469700227557703,0.049825621848528824,2.6749870196985173,3.5355339059327373,0.0017245932967050739,0.0
123,15.0,0.0,9.137233333333313,0.0,4.003999999999997,100.0,100.0,0.0,15.0,0.32641264215564253,1.02396,1.8960000000000001,2.5,0.862864128,0.05,0.0,0.0,1.5266203943335312,0.0,1.6433245435870398,0.0,0.0,0.0,0.0,0.03631052840472428,0.03237551582123994,2.765128889903286,3.5355339059327378,0.0017245932967050739,0.0
124,15.0,0.0,9.382466666666646,0.0,4.174999999999997,100.0,100.0,0.0,15.0,0.3300381422350323,0.9857849999999999,1.8785,1.5,0.862287888,0.05,0.0,0.0,0.9027455542967078,0.0,1.9552393999485356,0.0,0.0,0.0,0.0,0.030547281417902864,0.06298536399164878,3.3575553689485984,2.4152294576982394,0.0016150190678255424,0.0
125,15.0,0.0,8.902466666666646,0.0,4.121999999999997,100.0,100.0,0.0,15.0,0.3491017680619536,1.0063333333333333,0.8,0.5,0.862287888,0.05,0.0,0.0,0.9247998275235867,0.0,1.7721412033030672,0.0,0.0,0.0,0.0,0.03236097839472594,0.012013367040689338,1.9321835661585915,1.5811388300841898,0.0016150190678255424,0.0
126,15.0,0.0,9.462466666666646,0.0,4.154999999999997,100.0,100.0,0.0,15.0,0.33350318610336427,0.9763333333333334,0.6,2.5,0.861481152,0.05,0.0,0.0,1.4663122147452499,0.0,1.450840752422156,0.0,0.0,0.0,0.0,0.02233027449520637,0.08415814038221489,1.8973665961010275,2.6352313834736494,0.0018263733920094484,0.0
127,15.0,0.0,9.176233333333311,0.0,4.250999999999997,100.0,100.0,0.0,15.0,0.3458166794191596,1.008,0.0,2.0,0.861365904,0.05,0.0,0.0,1.5346161063364248,0.0,1.5914664795576292,0.0,0.0,0.0,0.0,0.02844603817824094,0.02184117755609887,0.0,2.581988897471611,0.0017396339925858364,0.0
128,15.0,0.0,9.70289999999998,0.0,4.194999999999997,100.0,100.0,0.0,15.0,0.3409960374732747,0.9753333333333334,0.8,3.0,0.8605568160000001,0.05,0.0,0.0,1.479357777325464,0.0,1.5396121445206754,0.0,0.0,0.0,0.0,0.04697745240905382,0.07650062535046588,1.6865480854231358,3.4960294939005054,0.0015414345202311283,0.0
129,15.0,0.0,9.24289999999998,0.0,4.289999999999997,100.0,100.0,0.0,15.0,0.35502038467132657,1.0123333333333333,1.0,1.5,0.8605568160000001,0.05,0.0,0.0,1.4955967226462248,0.0,1.2882201330173,0.0,0.0,0.0,0.0,0.05086191352767113,0.017288403306519862,2.160246899469287,2.41522945769824,0.0015414345202311283,0.0
130,15.0,0.0,9.242899999999981,0.0,4.457999999999997,100.0,100.0,0.0,15.0,0.3648781460515079,0.998,0.9,1.5,0.8602110719999999,0.05,0.0,0.0,1.6149203018977403,0.0,1.2795120597755656,0.0,0.0,0.0,0.0,0.05670575066627347,0.04389099854282675,2.8460498941515415,2.41522945769824,0.0017351108535883404,0.0
131,15.0,0.0,8.91939999999998,0.0,4.325999999999997,100.0,100.0,0.0,15.0,0.37671687909021656,1.0006666666666666,0.5,0.5,0.8600958240000001,0.05,0.0,0.0,1.7022335131624402,0.0,1.3123786716408408,0.0,0.0,0.0,0.0,0.057559913526634934,0.027702119186217646,1.2692955176439846,1.5811388300841898,0.0019626027199003073,0.0
132,15.0,0.0,10.233433333333315,0.0,4.152999999999997,100.0,100.0,0.0,15.0,0.34441250574392174,0.9306666666666666,0.8,2.0,0.8585975999999998,0.05,0.0,0.0,1.5599026010271817,0.0,1.1326081012914886,0.0,0.0,0.0,0.0,0.04640104171143734,0.05783757589305745,1.4757295747452437,2.581988897471611,0.0017180157484726663,0.0
133,15.0,0.0,9.81779999999998,0.0,4.036999999999997,100.0,100.0,0.0,15.0,0.36148451855803304,1.015655,0.1655,2.0,0.8585975999999998,0.05,0.0,0.0,1.6140288996448906,0.0,1.1347642927057584,0.0,0.0,0.0,0.0,0.05373412414280301,0.020410905536374778,0.5233569527578668,2.581988897471611,0.0017180157484726663,0.0
134,15.0,0.0,10.771133333333315,0.0,3.836999999999997,100.0,100.0,0.0,15.0,0.3290016010354132,0.9266666666666665,0.4,0.0,0.857329872,0.05,0.0,0.0,1.5697312516698982,0.0,1.09814034723355,0.0,0.0,0.0,0.0,0.054931515198486866,0.058373002384727514,1.2649110640673518,0.0,0.0021354597123430094,0.0
135,15.0,0.0,10.331133333333316,0.0,3.640999999999997,100.0,100.0,0.0,15.0,0.34478814624542775,1.013,1.1,1.0,0.857329872,0.05,0.0,0.0,1.5051939393519158,0.0,1.0604343973632273,0.0,0.0,0.0,0.0,0.05762852693890804,0.02162817093001113,2.4244128727957572,2.1081851067789197,0.0021354597123430094,0.0
136,15.0,0.0,10.291133333333317,0.0,3.5989999999999966,100.0,100.0,0.0,15.0,0.34933643246177876,0.991,0.0,1.5,0.8569841279999999,0.05,0.0,0.0,1.6079327745298984,0.0,1.0483049810686453,0.0,0.0,0.0,0.0,0.07187567192934279,0.04289090380989458,0.0,2.41522945769824,0.0021181120674412177,0.0
137,15.0,0.0,10.197799999999983,0.0,3.4099999999999975,100.0,100.0,0.0,15.0,0.35237935470507376,0.9836666666666666,0.4,0.5,0.856638384,0.05,0.0,0.0,1.4489634967157812,0.0,1.0145168527158357,0.0,0.0,0.0,0.0,0.06663771575571516,0.028128892048945583,1.2649110640673518,1.5811388300841898,0.0018859087000594869,0.0
138,15.0,0.0,11.604466666666651,0.0,3.300999999999997,100.0,100.0,0.0,15.0,0.29619032072122575,0.9163333333333332,0.7,1.0,0.855024912,0.05,0.0,0.0,1.471444039198853,0.0,0.9550968537274113,0.0,0.0,0.0,0.0,0.04956333817115543,0.07786423765871492,2.2135943621178655,2.1081851067789197,0.0013797709528179073,0.0
139,15.0,0.0,11.207433333333318,0.0,3.3739999999999974,100.0,100.0,0.0,15.0,0.3072558074726333,1.0211116666666666,0.7445,2.5,0.855024912,0.05,0.0,0.0,1.5203130610843656,0.0,1.14615492456784,0.0,0.0,0.0,0.0,0.049183763164338035,0.025223445944371755,1.574985802405145,3.5355339059327373,0.0013797709528179073,0.0
140,15.0,0.0,11.299533333333319,0.0,3.5639999999999974,100.0,100.0,0.0,15.0,0.30364745905371715,0.9891483333333332,0.9815000000000002,2.0,0.85456392,0.05,0.0,0.0,1.5874484239701905,0.0,1.7941893867581415,0.0,0.0,0.0,0.0,0.0599171613366104,0.03990536989298932,1.6885497557897955,3.496029493900505,0.001560465296762494,0.0
141,15.0,0.0,10.846199999999985,0.0,3.418999999999997,100.0,100.0,0.0,15.0,0.3171430108072629,1.011,0.9,1.0,0.85456392,0.05,0.0,0.0,1.6899854349580585,0.0,1.624762888683898,0.0,0.0,0.0,0.0,0.06520036299328703,0.02330951164939605,1.5238839267549946,3.1622776601683795,0.001560465296762494,0.0
142,15.0,0.0,10.639533333333317,0.0,3.456999999999997,100.0,100.0,0.0,15.0,0.3214462550079431,0.994,0.4,1.0,0.854333424,0.05,0.0,0.0,1.957186038710542,0.0,1.5180546762221707,0.0,0.0,0.0,0.0,0.08131367184089741,0.021418810240038225,1.2649110640673518,3.1622776601683795,0.0018059606346097266,0.0
143,15.0,0.0,10.367233333333317,0.0,3.353999999999997,100.0,100.0,0.0,15.0,0.3324396993015101,1.0126666666666666,1.0,2.0,0.854218176,0.05,0.0,0.0,1.7970408532905064,0.0,1.576375589762795,0.0,0.0,0.0,0.0,0.08087191180893226,0.028012342958501153,1.6996731711975948,2.581988897471611,0.0017854143387348615,0.0
144,15.0,0.0,12.060566666666652,0.0,3.1709999999999967,100.0,100.0,0.0,15.0,0.2696668896579159,0.9046666666666667,0.1,1.5,0.852374208,0.05,0.0,0.0,1.1235201630545526,0.0,1.5203248921785688,0.0,0.0,0.0,0.0,0.05549274468523452,0.10926465774484793,0.31622776601683794,4.743416490252569,0.001735110853588299,0.0
145,15.0,0.0,11.874266666666653,0.0,3.070999999999997,100.0,100.0,0.0,15.0,0.2715167518013028,0.9976666666666667,0.4,1.5,0.8521437119999999,0.05,0.0,0.0,0.9521744549149573,0.0,1.5595971702120177,0.0,0.0,0.0,0.0,0.05149961246871669,0.03781207593375104,1.2649110640673518,2.4152294576982394,0.0015557294275805,0.0
146,15.0,0.0,12.254533333333319,0.0,3.2129999999999974,100.0,100.0,0.0,15.0,0.2505992220241383,0.9746666666666666,0.0,2.0,0.851452224,0.05,0.0,0.0,1.1102626560558124,0.0,1.459985159741929,0.0,0.0,0.0,0.0,0.03721454033333425,0.05147695157262013,0.0,2.581988897471611,0.0016116416284521664,0.0
147,15.0,0.0,11.953433333333319,0.0,2.851999999999997,100.0,100.0,0.0,15.0,0.2551377557278224,1.0054266666666665,0.17600000000000005,1.5,0.851336976,0.05,0.0,0.0,1.2048061372665189,0.0,1.3710887806573446,0.0,0.0,0.0,0.0,0.04487618550171406,0.03180602008394395,0.5565608681896349,2.41522945769824,0.001541434520231059,0.0
148,15.0,0.0,11.586766666666652,0.0,2.849999999999997,100.0,100.0,0.0,15.0,0.2655844853500541,1.0046666666666666,0.4,2.0,0.851221728,0.05,0.0,0.0,1.3306462928930929,0.0,1.549544736007608,0.0,0.0,0.0,0.0,0.04495187444623378,0.03859252150416428,1.2649110640673518,3.496029493900505,0.001555729427580495,0.0
